,Column name,Primary key,Data type,Not NULL,Comment
1,SEQNO,No,INTEGER,Yes,A unique ID number for the record.
2,CAMPAIGN_WAVE_SEQNO,No,INTEGER,Yes,The ID number of the campaign wave that uses the list.
3,CONTACT_LIST_SEQNO,No,INTEGER,Yes,The ID number of the contact list that is used by the campaign wave.
