,Column name,Primary key,Data type,Not NULL,Comment
1,BUDGET_SEQNO,No,INTEGER,Yes,The ID number of the budget (Links to CRM_BUDGET.SEQNO).
2,BRANCHNO,No,INTEGER,Yes,The branch ID to be excluded when generating budgets.
