,Column name,Primary key,Data type,Not NULL,Comment
1,SEQNO,Yes,INTEGER,Yes,
2,HDR_SEQNO,No,INTEGER,Yes,
3,STOCKCODE,No,VARCHAR(23),Yes,
4,DESCRIPTION,No,VARCHAR(40),Yes,
5,QUANTITY,No,FLOAT(53),No,
6,UNITPRICE,No,FLOAT(53),No,
7,DISCOUNT,No,FLOAT(53),No,
8,TAXRATE_NO,No,INTEGER,No,
9,TAXRATE,No,FLOAT(53),No,
10,NARRATIVE_SEQNO,No,INTEGER,No,
